record_id,store_id,year,month,month_name,quarter,category,subcategory,sales_amount,cost_of_goods,gross_profit,gross_margin_pct,staff_cost,rent_cost,utilities_cost,marketing_cost,other_operating_cost,total_operating_cost,net_profit,net_margin_pct,customer_count,avg_basket_value,total_items_sold,avg_items_per_transaction,inventory_turnover_ratio,customer_satisfaction_score
9827,ST_0082,2024,6,June,Q2,Electronics,Mobile Accessories,115044.72,100168.89,14875.82,12.93,226305.2,85937.92,3584.24,2084.57,0,15765.99,-890.17,-0.77,21,5244,56,2.71,14.21,4.1
9828,ST_0082,2024,6,June,Q2,Fashion,Accessories,100664.13,56164.47,44499.65,44.21,228693.5,75195.68,3008.53,2008.61,0,15361.36,29138.3,28.95,19,5114,55,2.93,8.5,4.3
9829,ST_0082,2024,7,July,Q3,Groceries,Spices,637835.19,580164.37,57670.82,9.04,1146626.25,375978.4,9224.25,10101.07,0,98796.0,-41125.18,-6.45,597,1067,2558,4.29,14.9,4.7
9830,ST_0082,2024,7,July,Q3,Fresh Produce,Meat & Fish,455596.57,323398.59,132197.98,29.02,810112.5,268556.0,10292.5,15769.08,0,58040.71,74157.26,16.28,387,1176,1465,3.79,14.48,4.1
9831,ST_0082,2024,7,July,Q3,Personal Care,Oral Care,273357.94,202470.81,70887.13,25.93,498208.5,161133.6,3805.65,4764.52,0,43238.17,27648.96,10.11,147,1852,580,3.95,13.15,4.0
9832,ST_0082,2024,7,July,Q3,Home Care,Detergents,182238.63,143049.43,39189.2,21.5,318240.5,107422.4,3446.6,5852.44,0,32391.29,6797.91,3.73,92,1961,249,2.71,8.37,4.6
9833,ST_0082,2024,7,July,Q3,Electronics,Home Appliances,145790.9,117315.98,28474.92,19.53,220795.2,85937.92,2549.52,4967.94,0,21328.87,7146.05,4.9,37,3918,130,3.53,14.18,3.9
9834,ST_0082,2024,7,July,Q3,Fashion,Clothing,127567.04,73126.9,54440.14,42.68,217960.4,75195.68,2581.11,4194.9,0,16686.61,37753.53,29.6,35,3633,155,4.44,14.9,4.5
9835,ST_0082,2024,8,August,Q3,Groceries,Rice & Grains,687698.69,598845.4,88853.29,12.92,979412.0,375978.4,11736.2,12054.74,0,109604.17,-20750.88,-3.02,466,1475,1677,3.6,14.19,3.9
9836,ST_0082,2024,8,August,Q3,Fresh Produce,Fruits,491213.35,389914.75,101298.6,20.62,677445.0,268556.0,7303.25,7481.7,0,64268.83,37029.77,7.54,606,810,2150,3.55,13.31,4.7
9837,ST_0082,2024,8,August,Q3,Personal Care,Hair Care,294728.01,217336.76,77391.25,26.26,449601.75,161133.6,6713.85,6476.12,0,40626.34,36764.91,12.47,262,1124,696,2.66,14.36,4.1
9838,ST_0082,2024,8,August,Q3,Home Care,Cleaning Supplies,196485.34,141522.98,54962.36,27.97,238127.0,107422.4,4475.0,3315.77,0,31979.97,22982.39,11.7,169,1160,618,3.66,11.55,4.1
9839,ST_0082,2024,8,August,Q3,Electronics,Home Appliances,157188.27,137576.49,19611.78,12.48,250283.2,85937.92,3030.0,3270.64,0,19487.41,124.37,0.08,43,3614,151,3.52,12.19,3.8
9840,ST_0082,2024,8,August,Q3,Fashion,Clothing,137539.74,82732.99,54806.74,39.85,191659.65,75195.68,2588.32,3501.03,0,22405.89,32400.85,23.56,26,5106,88,3.41,12.5,4.1
9841,ST_0083,2023,1,January,Q1,Groceries,Rice & Grains,675305.85,579619.74,95686.11,14.17,1406781.25,282855.3,11639.95,17560.51,0,94231.67,1454.44,0.22,535,1261,1626,3.04,11.03,4.5
9842,ST_0083,2023,1,January,Q1,Fresh Produce,Vegetables,482361.32,353990.44,128370.89,26.61,1039781.25,202039.5,9950.5,15020.95,0,68635.58,59735.3,12.38,542,889,1532,2.83,8.93,3.8
9843,ST_0083,2023,1,January,Q1,Personal Care,Hair Care,289416.79,192967.65,96449.14,33.33,592425.0,121223.7,4538.1,6526.46,0,39984.07,56465.07,19.51,351,824,1576,4.49,12.7,3.8
9844,ST_0083,2023,1,January,Q1,Home Care,Detergents,192944.53,146452.66,46491.87,24.1,339825.0,80815.8,4792.2,6675.61,0,26512.0,19979.88,10.36,208,927,922,4.44,13.21,4.3
9845,ST_0083,2023,1,January,Q1,Electronics,Kitchen Appliances,154355.62,123321.58,31034.04,20.11,284690.0,64652.64,1721.28,4965.85,0,18534.55,12499.49,8.1,27,5674,71,2.65,10.21,4.6
9846,ST_0083,2023,1,January,Q1,Fashion,Accessories,135061.17,78534.52,56526.65,41.85,241115.0,56571.06,3304.56,3098.0,0,22210.85,34315.81,25.41,30,4491,132,4.41,10.01,4.0
9847,ST_0083,2023,2,February,Q1,Groceries,Tea & Coffee,702147.5,618386.68,83760.81,11.93,1270937.5,282855.3,16766.4,20650.57,0,108733.57,-24972.75,-3.56,857,819,2698,3.15,8.86,4.1
9848,ST_0083,2023,2,February,Q1,Fresh Produce,Vegetables,501533.93,362873.86,138660.07,27.65,802718.75,202039.5,5092.25,9423.39,0,67221.04,71439.02,14.24,358,1399,1409,3.94,14.78,4.7
9849,ST_0083,2023,2,February,Q1,Personal Care,Oral Care,300920.36,211140.83,89779.53,29.83,655462.5,121223.7,3472.05,5061.06,0,50512.66,39266.87,13.05,271,1110,741,2.74,13.78,4.0
9850,ST_0083,2023,2,February,Q1,Home Care,Paper Products,200613.57,162847.59,37765.98,18.83,332887.5,80815.8,4400.7,6081.34,0,32471.29,5294.69,2.64,194,1033,655,3.38,8.61,4.3
9851,ST_0083,2023,2,February,Q1,Electronics,Mobile Accessories,160490.86,126134.83,34356.03,21.41,341960.0,64652.64,3402.8,3911.76,0,27983.68,6372.35,3.97,47,3352,186,3.97,8.92,4.7
9852,ST_0083,2023,2,February,Q1,Fashion,Footwear,140429.5,65481.04,74948.46,53.37,294568.75,56571.06,2680.93,4739.92,0,19858.28,55090.18,39.23,48,2898,176,3.68,10.61,4.5
9853,ST_0083,2023,3,March,Q1,Groceries,Tea & Coffee,734862.56,659859.12,75003.44,10.21,1111118.75,282855.3,14706.65,17168.14,0,94573.14,-19569.7,-2.66,647,1135,1772,2.74,10.08,4.0
9854,ST_0083,2023,3,March,Q1,Fresh Produce,Meat & Fish,524901.83,402359.25,122542.58,23.35,971468.75,202039.5,11555.5,9837.97,0,91571.32,30971.27,5.9,365,1436,1494,4.09,8.6,4.3
9855,ST_0083,2023,3,March,Q1,Personal Care,Bath & Body,314941.1,219082.47,95858.63,30.44,493781.25,121223.7,4824.3,10977.4,0,51638.73,44219.9,14.04,215,1462,960,4.47,11.46,4.2
9856,ST_0083,2023,3,March,Q1,Home Care,Paper Products,209960.73,152455.45,57505.28,27.39,363050.0,80815.8,4772.7,5662.62,0,28472.97,29032.31,13.83,171,1223,512,3.0,9.37,4.3
9857,ST_0083,2023,3,March,Q1,Electronics,Kitchen Appliances,167968.59,134406.93,33561.65,19.98,279990.0,64652.64,1982.32,3037.47,0,22303.8,11257.85,6.7,33,5055,103,3.15,8.11,3.8
9858,ST_0083,2023,3,March,Q1,Fashion,Accessories,146972.51,72409.82,74562.69,50.73,277882.5,56571.06,3133.62,2448.4,0,19628.06,54934.62,37.38,24,5900,92,3.86,13.18,4.1
9859,ST_0083,2023,4,April,Q2,Groceries,Dal & Pulses,570424.51,497412.74,73011.77,12.8,1205881.25,282855.3,12925.85,15995.44,0,70401.1,2610.67,0.46,583,978,1821,3.12,11.65,4.2
9860,ST_0083,2023,4,April,Q2,Fresh Produce,Vegetables,407446.08,316511.06,90935.01,22.32,785468.75,202039.5,12015.5,6388.39,0,66087.22,24847.79,6.1,339,1201,982,2.9,12.17,3.8
9861,ST_0083,2023,4,April,Q2,Personal Care,Hair Care,244467.65,172106.28,72361.36,29.6,622818.75,121223.7,6068.85,5310.06,0,33142.86,39218.5,16.04,124,1958,491,3.96,11.11,4.5
9862,ST_0083,2023,4,April,Q2,Home Care,Cleaning Supplies,162978.43,127921.14,35057.29,21.51,346187.5,80815.8,3675.5,3107.61,0,25755.53,9301.76,5.71,149,1091,605,4.07,12.34,4.2
9863,ST_0083,2023,4,April,Q2,Electronics,Kitchen Appliances,130382.74,114685.1,15697.64,12.04,304290.0,64652.64,2606.72,2980.64,0,17592.04,-1894.4,-1.45,31,4185,84,2.72,10.48,4.0
9864,ST_0083,2023,4,April,Q2,Fashion,Accessories,114084.9,67720.32,46364.58,40.64,224218.75,56571.06,1784.3,3947.24,0,20073.98,26290.6,23.04,19,5784,82,4.36,13.53,4.4
9865,ST_0083,2023,5,May,Q2,Groceries,Tea & Coffee,812542.16,722876.72,89665.45,11.04,1117550.0,282855.3,7507.15,20881.22,0,98324.58,-8659.13,-1.07,626,1297,2667,4.26,13.51,4.3
9866,ST_0083,2023,5,May,Q2,Fresh Produce,Fruits,580387.26,408011.74,172375.52,29.7,972343.75,202039.5,10763.0,18824.91,0,101864.09,70511.43,12.15,394,1472,1103,2.8,14.6,3.9
9867,ST_0083,2023,5,May,Q2,Personal Care,Oral Care,348232.36,250946.67,97285.69,27.94,543918.75,121223.7,3683.1,8352.22,0,43666.43,53619.26,15.4,226,1539,765,3.39,8.0,4.0
9868,ST_0083,2023,5,May,Q2,Home Care,Paper Products,232154.9,185497.07,46657.84,20.1,341050.0,80815.8,4987.3,6053.37,0,41569.35,5088.49,2.19,129,1788,430,3.34,11.85,4.6
9869,ST_0083,2023,5,May,Q2,Electronics,Kitchen Appliances,185723.92,148950.04,36773.89,19.8,292900.0,64652.64,3908.08,3825.72,0,31119.5,5654.39,3.04,34,5453,140,4.13,8.45,4.8
9870,ST_0083,2023,5,May,Q2,Fashion,Clothing,162508.43,79094.23,83414.2,51.33,280201.25,56571.06,2250.57,3953.48,0,24795.28,58618.92,36.07,45,3578,138,3.07,11.84,4.1
9871,ST_0083,2023,6,June,Q2,Groceries,Oil & Ghee,657875.82,582381.25,75494.57,11.48,1379568.75,282855.3,9035.95,18598.19,0,81933.79,-6439.21,-0.98,463,1419,2073,4.48,10.56,3.8
9872,ST_0083,2023,6,June,Q2,Fresh Produce,Fruits,469911.3,360477.82,109433.48,23.29,796937.5,202039.5,8222.25,15793.64,0,73225.13,36208.35,7.71,349,1343,1153,3.31,11.86,4.2
9873,ST_0083,2023,6,June,Q2,Personal Care,Skin Care,281946.78,189093.95,92852.83,32.93,470850.0,121223.7,4793.85,4945.81,0,41292.82,51560.01,18.29,313,898,1274,4.07,11.28,4.2
9874,ST_0083,2023,6,June,Q2,Home Care,Detergents,187964.52,141451.15,46513.37,24.75,399750.0,80815.8,4592.6,6388.28,0,28900.79,17612.58,9.37,95,1970,388,4.09,10.19,4.0
9875,ST_0083,2023,6,June,Q2,Electronics,Home Appliances,150371.62,129602.88,20768.74,13.81,266770.0,64652.64,2424.24,3146.86,0,18653.2,2115.54,1.41,29,5073,86,3.0,13.79,4.1
9876,ST_0083,2023,6,June,Q2,Fashion,Footwear,131575.16,68211.43,63363.74,48.16,238446.25,56571.06,2697.45,3757.75,0,17984.29,45379.45,34.49,31,4226,138,4.47,10.21,4.0
9877,ST_0083,2023,7,July,Q3,Groceries,Oil & Ghee,657923.23,561678.86,96244.37,14.63,1382018.75,282855.3,15108.45,11883.62,0,112138.55,-15894.18,-2.42,586,1122,1719,2.93,13.67,4.3
9878,ST_0083,2023,7,July,Q3,Fresh Produce,Fruits,469945.16,341568.21,128376.95,27.32,1062906.25,202039.5,10767.0,9541.71,0,80182.32,48194.63,10.26,599,784,2141,3.58,14.37,3.9
9879,ST_0083,2023,7,July,Q3,Personal Care,Hair Care,281967.1,169880.52,112086.57,39.75,613856.25,121223.7,5233.35,8747.52,0,44470.31,67616.26,23.98,165,1707,488,2.96,14.38,4.3
9880,ST_0083,2023,7,July,Q3,Home Care,Cleaning Supplies,187978.06,149316.47,38661.6,20.57,352612.5,80815.8,3847.5,5142.2,0,23841.1,14820.5,7.88,121,1543,470,3.89,12.19,4.1
9881,ST_0083,2023,7,July,Q3,Electronics,Home Appliances,150382.45,127613.39,22769.06,15.14,273660.0,64652.64,3958.64,4781.51,0,21336.84,1432.22,0.95,28,5204,108,3.87,13.82,3.8
9882,ST_0083,2023,7,July,Q3,Fashion,Clothing,131584.65,63771.08,67813.57,51.54,305882.5,56571.06,2237.06,2664.45,0,17032.59,50780.98,38.59,27,4835,103,3.82,9.69,3.9
9883,ST_0083,2023,8,August,Q3,Groceries,Rice & Grains,740959.73,652652.48,88307.25,11.92,1298937.5,282855.3,15706.95,17261.59,0,130813.83,-42506.58,-5.74,505,1466,1772,3.51,9.59,4.7
9884,ST_0083,2023,8,August,Q3,Fresh Produce,Dairy Products,529256.95,392663.08,136593.87,25.81,915093.75,202039.5,9494.5,10275.78,0,76980.13,59613.74,11.26,525,1008,1612,3.07,13.31,4.7
9885,ST_0083,2023,8,August,Q3,Personal Care,Bath & Body,317554.17,221744.58,95809.6,30.17,605531.25,121223.7,5739.3,6268.5,0,44248.15,51561.45,16.24,167,1891,443,2.66,12.68,4.4
9886,ST_0083,2023,8,August,Q3,Home Care,Paper Products,211702.78,172235.19,39467.59,18.64,336062.5,80815.8,2436.7,5267.59,0,37080.18,2387.41,1.13,204,1033,514,2.52,9.92,4.3
9887,ST_0083,2023,8,August,Q3,Electronics,Mobile Accessories,169362.23,134538.4,34823.82,20.56,320410.0,64652.64,3308.64,4736.95,0,29010.32,5813.5,3.43,33,5060,97,2.96,13.28,4.7
9888,ST_0083,2023,8,August,Q3,Fashion,Accessories,148191.95,84083.15,64108.8,43.26,276657.5,56571.06,1904.49,3012.47,0,22437.27,41671.52,28.12,37,3995,150,4.06,13.72,4.0
9889,ST_0083,2023,9,September,Q3,Groceries,Spices,570306.67,511650.74,58655.93,10.28,1521931.25,282855.3,12803.0,11832.5,0,94202.0,-35546.07,-6.23,429,1328,1658,3.87,12.46,4.4
9890,ST_0083,2023,9,September,Q3,Fresh Produce,Fruits,407361.91,325658.56,81703.35,20.06,903656.25,202039.5,11333.25,6567.43,0,57002.38,24700.97,6.06,599,680,1922,3.21,14.09,4.6
9891,ST_0083,2023,9,September,Q3,Personal Care,Bath & Body,244417.15,153995.16,90421.98,36.99,496125.0,121223.7,3452.25,4664.37,0,42363.77,48058.22,19.66,196,1247,560,2.86,11.75,4.5
9892,ST_0083,2023,9,September,Q3,Home Care,Paper Products,162944.76,132244.19,30700.57,18.84,390125.0,80815.8,2924.4,4238.02,0,23422.99,7277.59,4.47,186,873,745,4.01,12.45,4.4
9893,ST_0083,2023,9,September,Q3,Electronics,Mobile Accessories,130355.81,103574.1,26781.71,20.55,295540.0,64652.64,1827.92,3823.03,0,17148.91,9632.8,7.39,24,5274,70,2.95,13.38,4.1
9894,ST_0083,2023,9,September,Q3,Fashion,Clothing,114061.33,55967.32,58094.01,50.93,274872.5,56571.06,2077.74,2564.03,0,19439.01,38655.0,33.89,27,4203,121,4.49,12.18,4.5
9895,ST_0083,2023,10,October,Q4,Groceries,Dal & Pulses,772035.11,672312.84,99722.27,12.92,1319368.75,282855.3,16640.05,16268.15,0,120828.57,-21106.3,-2.73,617,1251,2520,4.09,11.61,4.0
9896,ST_0083,2023,10,October,Q4,Fresh Produce,Meat & Fish,551453.65,397369.24,154084.42,27.94,1035406.25,202039.5,10313.5,12004.99,0,68844.88,85239.53,15.46,513,1074,1756,3.42,11.36,4.6
9897,ST_0083,2023,10,October,Q4,Personal Care,Bath & Body,330872.19,208250.99,122621.2,37.06,644981.25,121223.7,6488.85,5692.63,0,44776.79,77844.4,23.53,284,1163,845,2.98,10.16,4.8
9898,ST_0083,2023,10,October,Q4,Home Care,Detergents,220581.46,167573.91,53007.55,24.03,345387.5,80815.8,2049.0,6737.29,0,32674.94,20332.61,9.22,112,1957,426,3.81,11.81,4.4
9899,ST_0083,2023,10,October,Q4,Electronics,Home Appliances,176465.17,153060.59,23404.58,13.26,338420.0,64652.64,2590.72,3832.7,0,29697.15,-6292.57,-3.57,36,4880,119,3.31,10.24,4.3
9900,ST_0083,2023,10,October,Q4,Fashion,Clothing,154407.02,77230.25,77176.77,49.98,266000.0,56571.06,2258.76,4250.26,0,20450.72,56726.05,36.74,25,5971,100,4.03,13.0,3.8
9901,ST_0083,2023,11,November,Q4,Groceries,Rice & Grains,840476.76,744520.43,95956.33,11.42,1185056.25,282855.3,7938.0,18304.08,0,142498.65,-46542.32,-5.54,816,1029,2588,3.17,10.47,4.0
9902,ST_0083,2023,11,November,Q4,Fresh Produce,Vegetables,600340.54,435917.88,164422.66,27.39,983812.5,202039.5,10332.0,10762.2,0,94833.32,69589.33,11.59,555,1080,2297,4.14,12.06,3.8
9903,ST_0083,2023,11,November,Q4,Personal Care,Oral Care,360204.32,234736.06,125468.27,34.83,537187.5,121223.7,7481.85,8204.0,0,53299.5,72168.76,20.04,363,990,1593,4.39,12.28,4.1
9904,ST_0083,2023,11,November,Q4,Home Care,Paper Products,240136.22,178503.13,61633.08,25.67,344275.0,80815.8,2976.6,5537.73,0,32670.03,28963.05,12.06,226,1059,772,3.42,12.97,3.9
9905,ST_0083,2023,11,November,Q4,Electronics,Home Appliances,192108.97,163932.79,28176.18,14.67,347630.0,64652.64,2736.8,5934.96,0,31494.37,-3318.19,-1.73,42,4469,163,3.9,14.38,3.9
9906,ST_0083,2023,11,November,Q4,Fashion,Clothing,168095.35,104577.3,63518.06,37.79,281977.5,56571.06,2874.76,4590.43,0,28183.13,35334.93,21.02,43,3860,158,3.69,9.51,4.7
9907,ST_0083,2023,12,December,Q4,Groceries,Rice & Grains,800565.43,685205.8,115359.63,14.41,1512043.75,282855.3,11117.75,14414.03,0,103987.7,11371.93,1.42,1074,745,4147,3.86,9.36,4.2
9908,ST_0083,2023,12,December,Q4,Fresh Produce,Fruits,571832.45,456183.08,115649.37,20.22,825625.0,202039.5,12413.75,15272.18,0,89735.2,25914.17,4.53,443,1288,1640,3.7,11.29,4.8
9909,ST_0083,2023,12,December,Q4,Personal Care,Bath & Body,343099.47,237595.54,105503.93,30.75,620100.0,121223.7,6541.05,6235.76,0,54528.98,50974.96,14.86,206,1660,813,3.95,9.06,4.5
9910,ST_0083,2023,12,December,Q4,Home Care,Paper Products,228732.98,185834.69,42898.29,18.75,371950.0,80815.8,3918.4,4173.73,0,38125.79,4772.5,2.09,140,1632,533,3.81,9.84,4.1
9911,ST_0083,2023,12,December,Q4,Electronics,Mobile Accessories,182986.38,147247.56,35738.83,19.53,284010.0,64652.64,3313.84,4954.18,0,30816.84,4921.99,2.69,40,4471,117,2.95,11.46,3.9
9912,ST_0083,2023,12,December,Q4,Fashion,Accessories,160113.09,75099.07,85014.02,53.1,256112.5,56571.06,2414.51,2831.39,0,19277.84,65736.18,41.06,46,3442,180,3.93,11.43,3.8
9913,ST_0083,2024,1,January,Q1,Groceries,Spices,742317.38,647267.05,95050.34,12.8,1463918.75,282855.3,9011.1,20630.73,0,133568.71,-38518.37,-5.19,1069,694,4472,4.18,9.78,4.4
9914,ST_0083,2024,1,January,Q1,Fresh Produce,Meat & Fish,530226.7,377314.01,152912.7,28.84,806375.0,202039.5,9598.25,18364.29,0,86002.41,66910.29,12.62,528,1004,2213,4.19,13.43,4.7
9915,ST_0083,2024,1,January,Q1,Personal Care,Hair Care,318136.02,233699.91,84436.12,26.54,626625.0,121223.7,4144.5,8366.93,0,51062.65,33373.47,10.49,339,938,1481,4.37,10.2,4.0
9916,ST_0083,2024,1,January,Q1,Home Care,Cleaning Supplies,212090.68,164417.36,47673.32,22.48,322487.5,80815.8,4807.6,4746.49,0,31776.54,15896.78,7.5,186,1137,474,2.55,11.12,4.6
9917,ST_0083,2024,1,January,Q1,Electronics,Home Appliances,169672.55,133320.45,36352.09,21.42,254670.0,64652.64,3390.24,4266.87,0,28439.92,7912.17,4.66,40,4186,107,2.68,12.91,3.9
9918,ST_0083,2024,1,January,Q1,Fashion,Accessories,148463.48,72694.53,75768.95,51.04,298541.25,56571.06,1477.07,2357.91,0,26686.25,49082.7,33.06,28,5194,93,3.34,13.36,4.5
9919,ST_0083,2024,2,February,Q1,Groceries,Tea & Coffee,805926.38,723145.63,82780.74,10.27,1491481.25,282855.3,8737.75,14708.25,0,98785.18,-16004.43,-1.99,818,985,2807,3.43,14.02,4.1
9920,ST_0083,2024,2,February,Q1,Fresh Produce,Meat & Fish,575661.7,411640.84,164020.86,28.49,989937.5,202039.5,9720.5,17756.82,0,94577.98,69442.88,12.06,508,1131,1732,3.41,10.77,4.1
9921,ST_0083,2024,2,February,Q1,Personal Care,Skin Care,345397.02,256588.03,88808.99,25.71,488812.5,121223.7,3871.35,11246.08,0,49447.33,39361.66,11.4,265,1301,989,3.73,12.46,4.7
9922,ST_0083,2024,2,February,Q1,Home Care,Paper Products,230264.68,179977.8,50286.88,21.84,429450.0,80815.8,4635.2,6469.34,0,28251.32,22035.56,9.57,115,1997,494,4.3,8.1,4.3
9923,ST_0083,2024,2,February,Q1,Electronics,Mobile Accessories,184211.74,160219.58,23992.16,13.02,296280.0,64652.64,2917.04,5030.13,0,24144.83,-152.67,-0.08,57,3196,231,4.06,8.07,4.0
9924,ST_0083,2024,2,February,Q1,Fashion,Clothing,161185.28,92131.22,69054.05,42.84,294245.0,56571.06,2106.93,3083.81,0,21631.85,47422.2,29.42,63,2547,226,3.6,10.03,4.4
9925,ST_0083,2024,3,March,Q1,Groceries,Rice & Grains,1047732.21,906081.28,141650.93,13.52,1157318.75,282855.3,7984.55,21884.65,0,167301.94,-25651.01,-2.45,1507,695,4737,3.14,14.66,4.2
9926,ST_0083,2024,3,March,Q1,Fresh Produce,Dairy Products,748380.15,555083.68,193296.48,25.83,994031.25,202039.5,11381.75,16008.91,0,121685.82,71610.66,9.57,686,1090,2435,3.55,12.06,4.8
9927,ST_0083,2024,3,March,Q1,Personal Care,Hair Care,449028.09,285450.48,163577.61,36.43,490481.25,121223.7,4646.55,8030.13,0,64842.72,98734.89,21.99,260,1727,846,3.26,9.41,4.7
9928,ST_0083,2024,3,March,Q1,Home Care,Detergents,299352.06,218278.71,81073.35,27.08,344450.0,80815.8,2886.3,5664.88,0,37577.91,43495.44,14.53,152,1968,592,3.9,9.0,3.8
9929,ST_0083,2024,3,March,Q1,Electronics,Mobile Accessories,239481.65,206095.1,33386.55,13.94,311570.0,64652.64,2380.24,3727.1,0,28974.13,4412.43,1.84,61,3870,271,4.44,8.49,4.5
9930,ST_0083,2024,3,March,Q1,Fashion,Accessories,209546.44,127081.84,82464.6,39.35,269552.5,56571.06,2458.54,5060.18,0,26916.13,55548.48,26.51,35,5821,143,4.11,11.5,4.1
9931,ST_0083,2024,4,April,Q2,Groceries,Oil & Ghee,803804.85,696192.89,107611.96,13.39,1108493.75,282855.3,11051.95,16059.66,0,128681.9,-21069.94,-2.62,1153,697,3204,2.78,10.66,3.9
9932,ST_0083,2024,4,April,Q2,Fresh Produce,Dairy Products,574146.32,442934.65,131211.67,22.85,906593.75,202039.5,6596.75,12282.79,0,87859.64,43352.04,7.55,950,604,4019,4.23,10.86,4.0
9933,ST_0083,2024,4,April,Q2,Personal Care,Oral Care,344487.79,236280.47,108207.32,31.41,592312.5,121223.7,5089.2,6702.75,0,46289.38,61917.94,17.97,270,1274,1081,4.01,10.81,4.7
9934,ST_0083,2024,4,April,Q2,Home Care,Paper Products,229658.53,169440.38,60218.15,26.22,416950.0,80815.8,2036.3,7205.17,0,36306.66,23911.49,10.41,169,1352,751,4.45,12.99,4.8
9935,ST_0083,2024,4,April,Q2,Electronics,Mobile Accessories,183726.82,160943.23,22783.59,12.4,265680.0,64652.64,2468.88,5054.13,0,26548.84,-3765.25,-2.05,50,3662,174,3.49,8.5,3.9
9936,ST_0083,2024,4,April,Q2,Fashion,Footwear,160760.97,74644.87,86116.1,53.57,259227.5,56571.06,1441.51,5565.19,0,23181.79,62934.32,39.15,29,5503,107,3.69,9.01,4.4
9937,ST_0083,2024,5,May,Q2,Groceries,Tea & Coffee,473025.03,409243.76,63781.26,13.48,1294606.25,282855.3,15711.15,13296.22,0,71875.05,-8093.78,-1.71,615,768,1775,2.89,9.55,4.0
9938,ST_0083,2024,5,May,Q2,Fresh Produce,Vegetables,337875.02,242639.67,95235.35,28.19,1036500.0,202039.5,7063.75,9189.85,0,43495.14,51740.21,15.31,339,995,1040,3.07,10.76,4.3
9939,ST_0083,2024,5,May,Q2,Personal Care,Oral Care,202725.01,125926.36,76798.65,37.88,562762.5,121223.7,6952.8,5188.68,0,28698.67,48099.99,23.73,110,1828,321,2.92,9.92,3.9
9940,ST_0083,2024,5,May,Q2,Home Care,Paper Products,135150.01,102969.22,32180.78,23.81,422225.0,80815.8,2724.8,3856.81,0,19163.99,13016.79,9.63,111,1212,420,3.79,11.96,4.0
9941,ST_0083,2024,5,May,Q2,Electronics,Kitchen Appliances,108120.01,86803.39,21316.62,19.72,261370.0,64652.64,3108.32,2032.87,0,17597.08,3719.54,3.44,33,3199,88,2.69,10.55,3.9
9942,ST_0083,2024,5,May,Q2,Fashion,Footwear,94605.01,51899.65,42705.36,45.14,290412.5,56571.06,3025.26,2785.48,0,14372.61,28332.75,29.95,37,2538,144,3.92,11.03,4.4
9943,ST_0083,2024,6,June,Q2,Groceries,Dal & Pulses,738496.55,662032.36,76464.18,10.35,1462693.75,282855.3,7932.75,18849.31,0,114994.8,-38530.62,-5.22,1064,694,3908,3.67,12.65,4.1
9944,ST_0083,2024,6,June,Q2,Fresh Produce,Vegetables,527497.53,416131.27,111366.26,21.11,872375.0,202039.5,10918.5,14301.86,0,84011.83,27354.44,5.19,352,1498,1134,3.22,10.51,4.5
9945,ST_0083,2024,6,June,Q2,Personal Care,Skin Care,316498.52,229735.99,86762.53,27.41,620568.75,121223.7,5085.3,10219.01,0,52493.06,34269.47,10.83,163,1936,415,2.55,8.46,4.8
9946,ST_0083,2024,6,June,Q2,Home Care,Cleaning Supplies,210999.01,152681.52,58317.5,27.64,360725.0,80815.8,3293.6,5132.74,0,37764.57,20552.93,9.74,153,1374,536,3.51,11.18,4.2
9947,ST_0083,2024,6,June,Q2,Electronics,Home Appliances,168799.21,132149.77,36649.44,21.71,312190.0,64652.64,2620.32,5689.04,0,22562.83,14086.61,8.35,52,3205,138,2.66,9.09,4.5
9948,ST_0083,2024,6,June,Q2,Fashion,Clothing,147699.31,66492.53,81206.77,54.98,251195.0,56571.06,2390.43,2770.4,0,22874.7,58332.08,39.49,27,5436,107,4.0,9.91,4.1
9949,ST_0083,2024,7,July,Q3,Groceries,Oil & Ghee,686737.24,601291.33,85445.92,12.44,1297012.5,282855.3,17251.85,20078.02,0,111974.25,-26528.33,-3.86,839,818,2509,2.99,8.23,4.1
9950,ST_0083,2024,7,July,Q3,Fresh Produce,Meat & Fish,490526.6,373739.19,116787.42,23.81,961625.0,202039.5,7243.5,13643.42,0,64999.13,51788.29,10.56,683,718,2156,3.16,11.82,3.9
9951,ST_0083,2024,7,July,Q3,Personal Care,Oral Care,294315.96,189818.34,104497.62,35.51,516900.0,121223.7,3228.3,7957.2,0,37507.71,66989.91,22.76,194,1516,582,3.0,8.25,4.5
9952,ST_0083,2024,7,July,Q3,Home Care,Paper Products,196210.64,141292.32,54918.32,27.99,350762.5,80815.8,2353.8,6801.99,0,27897.42,27020.91,13.77,143,1372,415,2.91,8.34,4.0
9953,ST_0083,2024,7,July,Q3,Electronics,Kitchen Appliances,156968.51,129612.94,27355.58,17.43,308990.0,64652.64,1652.32,2916.75,0,20618.95,6736.63,4.29,42,3712,170,4.05,12.76,4.6
9954,ST_0083,2024,7,July,Q3,Fashion,Clothing,137347.45,69081.29,68266.16,49.7,281391.25,56571.06,3010.14,2107.96,0,19379.15,48887.0,35.59,24,5580,63,2.67,10.91,4.1
